,state,death,deathIncrease,hospitalizedCurrently,hospitalizedIncrease,negative,negativeIncrease,positive,positiveCasesViral,positiveIncrease,recovered,totalTestResults,totalTestResultsIncrease,totalTestsPeopleViralIncrease,totalTestsViralIncrease
7545,PA,6579.0,0,648.0,0,657486.0,22775,85496.0,81956.0,1126,66686.0,742982.0,23901,0,0
7547,RI,927.0,0,91.0,0,134878.0,578,16835.0,16835.0,22,1600.0,249912.0,3284,600,1472
7548,SC,716.0,5,954.0,0,326482.0,7257,33320.0,33221.0,1381,13456.0,359802.0,8638,0,8628
7550,TN,584.0,0,800.0,0,708381.0,0,40172.0,39848.0,0,26159.0,748553.0,0,0,0
7551,TX,2393.0,27,5497.0,0,1626491.0,47036,148728.0,148728.0,5357,79974.0,1775219.0,52393,0,52393
7552,UT,167.0,0,289.0,31,319889.0,5454,21100.0,21100.0,472,11931.0,398641.0,7442,5892,7442
7553,VA,1732.0,8,818.0,36,566592.0,9913,61736.0,59071.0,489,8005.0,636714.0,10692,0,0
7555,VT,56.0,0,15.0,0,62663.0,1140,1202.0,1202.0,2,946.0,74536.0,1541,1142,1541
7557,WI,777.0,0,251.0,11,521747.0,6024,30707.0,27743.0,480,21953.0,674035.0,12922,6481,0
7558,WV,93.0,0,32.0,0,163691.0,1797,2817.0,2723.0,56,2062.0,166508.0,1853,0,1821
7559,WY,20.0,0,5.0,1,30406.0,0,1417.0,1121.0,25,1057.0,31823.0,25,0,0
7560,AK,14.0,0,11.0,0,104727.0,3771,854.0,854.0,18,521.0,105581.0,3789,0,3789
7561,AL,919.0,12,655.0,44,348943.0,4803,35083.0,34605.0,900,18866.0,384026.0,6169,0,6169
7562,AR,249.0,9,284.0,37,265225.0,5907,18740.0,18740.0,678,12784.0,283965.0,6585,0,6585
7564,AZ,1579.0,44,2577.0,81,424696.0,11421,70051.0,69641.0,3503,8659.0,494337.0,15007,15007,0
7566,CO,1482.0,7,226.0,6,275787.0,4689,31796.0,28972.0,317,4430.0,367175.0,7238,4987,0
7567,CT,4311.0,4,106.0,0,392824.0,9059,46206.0,44225.0,147,8053.0,439030.0,9206,0,12678
7569,DE,507.0,0,83.0,0,93171.0,2088,11091.0,10047.0,74,6665.0,132268.0,4980,2162,0
7572,GU,5.0,0,1.0,0,11903.0,259,248.0,240.0,0,179.0,12151.0,259,259,0
7574,IA,704.0,0,131.0,0,261740.0,5783,28012.0,28012.0,326,17467.0,289752.0,6109,6125,0
7575,ID,90.0,0,42.0,6,78908.0,1403,5148.0,4629.0,283,3827.0,83537.0,1666,1666,0
7579,KY,553.0,0,387.0,0,335895.0,0,14859.0,14401.0,0,3730.0,350296.0,0,0,0
7580,LA,3190.0,0,700.0,0,623237.0,0,54769.0,54769.0,0,39792.0,678006.0,0,0,0
7581,MA,8041.0,28,769.0,19,717899.0,11884,108443.0,103376.0,373,93157.0,1065078.0,7836,12189,7836
7582,MD,3157.0,15,478.0,26,447366.0,7084,66450.0,66450.0,335,4935.0,618237.0,10414,7419,10414
7583,ME,104.0,1,24.0,2,88778.0,2026,3154.0,2809.0,52,2566.0,91932.0,2078,0,2077
7584,MI,6153.0,19,557.0,0,931142.0,18765,69679.0,63009.0,350,51099.0,1000821.0,19115,0,19365
7585,MN,1452.0,6,300.0,20,533874.0,11212,35033.0,35033.0,417,30401.0,568907.0,11629,0,0
7588,MS,1035.0,13,731.0,34,251790.0,4962,25531.0,25368.0,465,17242.0,277321.0,5427,0,5424
7589,MT,22.0,0,9.0,0,80395.0,1063,852.0,852.0,23,604.0,81247.0,1086,0,1086
7590,NC,1312.0,9,888.0,0,794594.0,16687,60537.0,60537.0,1719,36921.0,855131.0,18406,0,18406
7591,ND,77.0,0,23.0,3,99061.0,1596,3455.0,3455.0,37,3119.0,170374.0,4085,1553,4161
7592,NE,266.0,6,125.0,18,150074.0,3418,18524.0,18524.0,178,12698.0,207925.0,6228,3605,6228
7593,NH,365.0,0,32.0,0,109097.0,0,5671.0,5671.0,0,4381.0,144924.0,2979,0,2979
7594,NJ,14855.0,36,1103.0,71,1196377.0,20289,170873.0,170873.0,289,29967.0,1367250.0,20578,0,20578
7595,NM,489.0,4,128.0,17,309230.0,5752,11408.0,11408.0,216,5149.0,320638.0,5968,0,5968
7596,NV,500.0,2,503.0,0,246687.0,3265,16339.0,16339.0,479,684.0,330278.0,9806,3736,4180
7597,NY,24830.0,16,908.0,0,3362656.0,72559,391923.0,391923.0,703,70010.0,3754579.0,73262,0,0
7599,OK,384.0,7,329.0,47,313021.0,14587,12642.0,12642.0,299,9155.0,325663.0,14886,0,15229
7600,OR,202.0,0,149.0,0,219529.0,10479,8094.0,7521.0,276,2649.0,227623.0,10755,0,0
7601,PA,6579.0,0,651.0,0,634711.0,0,84370.0,81956.0,0,65808.0,719081.0,0,0,0
7603,RI,927.0,0,91.0,0,134300.0,1198,16813.0,16813.0,36,1600.0,246628.0,2537,1234,3273
7604,SC,711.0,17,908.0,0,319225.0,14889,31939.0,31850.0,1604,13456.0,351164.0,16493,0,16877
7606,TN,584.0,7,705.0,66,708381.0,5793,40172.0,39848.0,728,26159.0,748553.0,6521,0,6492
7607,TX,2366.0,42,5523.0,0,1579455.0,19745,143371.0,143371.0,5747,78248.0,1722826.0,25492,0,25492
7608,UT,167.0,1,287.0,44,314435.0,5911,20628.0,20628.0,578,11658.0,391199.0,7760,6550,7760
7609,VA,1724.0,24,819.0,65,556679.0,10786,61247.0,58611.0,677,7968.0,626022.0,10518,0,0
7611,VT,56.0,0,14.0,0,61523.0,1132,1200.0,1200.0,2,946.0,72995.0,1464,1134,1464
7613,WI,777.0,11,248.0,31,515723.0,8555,30227.0,27286.0,559,21606.0,661113.0,14722,9094,0
7614,WV,93.0,1,33.0,0,161894.0,2649,2761.0,2699.0,49,2042.0,164655.0,2698,0,2726
7616,AK,14.0,2,12.0,0,100956.0,2320,836.0,836.0,20,519.0,101792.0,2340,0,2340
7617,AL,907.0,11,668.0,41,344140.0,7888,34183.0,33717.0,977,18866.0,377857.0,8852,0,8852
7618,AR,240.0,0,284.0,55,259318.0,0,18062.0,18740.0,0,12127.0,277380.0,0,0,0
7620,AZ,1535.0,45,2110.0,108,413275.0,12109,66548.0,66055.0,3518,8389.0,479330.0,15530,15530,0
7622,CO,1475.0,18,247.0,11,271098.0,6188,31479.0,28674.0,324,4412.0,359937.0,8287,6488,0
7623,CT,4307.0,9,127.0,0,383765.0,12639,46059.0,44086.0,65,8053.0,429824.0,12704,0,7922
7625,DE,507.0,0,78.0,0,91083.0,1071,11017.0,9972.0,37,6661.0,127288.0,2234,1108,0
7628,GU,5.0,0,1.0,0,11644.0,471,248.0,240.0,3,179.0,11892.0,474,474,422
7630,IA,704.0,9,141.0,0,255957.0,6100,27686.0,27686.0,489,17313.0,283643.0,6589,6602,0
7631,ID,90.0,0,48.0,3,77505.0,1611,4865.0,4366.0,220,3712.0,81871.0,1811,1811,0
7635,KY,553.0,7,387.0,5,335895.0,7630,14859.0,14401.0,242,3730.0,350296.0,7849,0,7849
7636,LA,3190.0,26,700.0,0,623237.0,15987,54769.0,54769.0,1354,39792.0,678006.0,17341,17341,0
7637,MA,8013.0,50,791.0,39,706015.0,8396,108070.0,103071.0,233,93157.0,1057242.0,13231,8545,13231
7638,MD,3142.0,13,487.0,42,440282.0,7100,66115.0,66115.0,338,4903.0,607823.0,9914,7438,9914
7639,ME,103.0,0,28.0,0,86752.0,2224,3102.0,2758.0,32,2542.0,89854.0,2256,0,2251
7640,MI,6134.0,1,557.0,0,912377.0,18527,69329.0,62695.0,340,49290.0,981706.0,18867,0,19072
7641,MN,1446.0,5,335.0,23,522662.0,14089,34616.0,34616.0,493,30008.0,557278.0,14582,0,0
7644,MS,1022.0,6,769.0,46,246828.0,5347,25066.0,24906.0,550,17242.0,271894.0,5897,0,5895
7645,MT,22.0,1,14.0,2,79332.0,1803,829.0,829.0,26,589.0,80161.0,1829,0,1829
7646,NC,1303.0,19,892.0,0,777907.0,23812,58818.0,58818.0,1635,36921.0,836725.0,25447,0,25447
7647,ND,77.0,1,23.0,0,97465.0,1414,3418.0,3418.0,28,3090.0,166289.0,4343,1424,4415
7648,NE,260.0,3,126.0,26,146656.0,1707,18346.0,18346.0,125,12314.0,201697.0,2410,1827,2410
7649,NH,365.0,18,32.0,3,109097.0,3129,5671.0,5671.0,73,4381.0,141945.0,2509,3202,2509
7650,NJ,14819.0,43,1118.0,84,1176088.0,25374,170584.0,170584.0,388,29855.0,1346672.0,25762,0,25762
7651,NM,485.0,5,135.0,18,303478.0,6363,11192.0,11192.0,202,5047.0,314670.0,6565,0,6565
7652,NV,498.0,3,471.0,0,243422.0,2731,15860.0,15860.0,381,684.0,320472.0,8523,3057,3782
7653,NY,24814.0,14,951.0,0,3290097.0,60918,391220.0,391220.0,805,70010.0,3681317.0,61723,0,0
7655,OK,377.0,2,308.0,57,298434.0,5417,12343.0,12343.0,395,8817.0,310777.0,5812,0,5738
7656,OR,202.0,5,149.0,10,209050.0,0,7818.0,7521.0,250,2649.0,216868.0,250,0,0
7657,PA,6579.0,22,661.0,0,634711.0,13680,84370.0,81956.0,600,65808.0,719081.0,14280,14262,0
7659,RI,927.0,7,91.0,3,133102.0,1314,16777.0,16777.0,69,1600.0,244091.0,2971,1383,2458
7660,SC,694.0,1,906.0,245,304336.0,0,30335.0,30263.0,1313,13456.0,334671.0,1313,0,0
7662,TN,577.0,10,741.0,67,702588.0,13073,39444.0,39149.0,1410,25753.0,742032.0,14483,0,14469
7663,TX,2324.0,28,5102.0,0,1559710.0,32287,137624.0,137624.0,5707,76282.0,1697334.0,37994,0,37994
7664,UT,166.0,2,238.0,31,308524.0,4488,20050.0,20050.0,676,11097.0,383439.0,6208,5059,6208
7665,VA,1700.0,25,854.0,50,545893.0,12873,60570.0,57977.0,624,7868.0,615504.0,11693,0,0
7667,VT,56.0,0,14.0,0,60391.0,873,1198.0,1198.0,7,941.0,71531.0,1453,880,1453
7669,WI,766.0,0,262.0,25,507168.0,8607,29668.0,26747.0,563,21174.0,646391.0,13218,9127,0
7670,WV,92.0,0,33.0,0,159245.0,3202,2712.0,2622.0,51,1907.0,161957.0,3253,0,3250
7671,WY,20.0,0,5.0,1,30406.0,1537,1368.0,1079.0,42,1033.0,31774.0,1579,1600,2248
7672,AK,12.0,0,14.0,0,98636.0,3332,816.0,816.0,24,513.0,99452.0,3356,0,3356
7673,AL,896.0,5,694.0,45,336252.0,9557,33206.0,32753.0,1142,18866.0,369005.0,10686,0,10686
7674,AR,240.0,0,284.0,31,259318.0,4827,18062.0,18062.0,687,12127.0,277380.0,5514,0,5514
7676,AZ,1490.0,27,2453.0,93,401166.0,11952,63030.0,62634.0,3056,8139.0,463800.0,15000,15000,0
7678,CO,1457.0,2,247.0,9,264910.0,4969,31155.0,28374.0,262,4392.0,351650.0,6281,5205,0
7679,CT,4298.0,11,122.0,169,371126.0,7769,45994.0,44018.0,81,8053.0,417120.0,7850,0,6576
7681,DE,507.0,2,93.0,0,90012.0,2700,10980.0,9925.0,91,6646.0,125054.0,1184,2791,0
7684,GU,5.0,0,0.0,0,11173.0,366,245.0,237.0,14,174.0,11418.0,380,380,390
7686,IA,695.0,3,137.0,0,249857.0,6603,27197.0,27197.0,492,17017.0,277054.0,7095,7112,0
7687,ID,90.0,1,45.0,2,75894.0,2461,4645.0,4166.0,243,3610.0,80060.0,2684,2684,0
7691,KY,546.0,8,377.0,10,328265.0,6926,14617.0,14182.0,254,3719.0,342447.0,7171,0,7171
7692,LA,3164.0,12,653.0,0,607250.0,11222,53415.0,53415.0,938,39792.0,660665.0,12160,12160,0
7693,MA,7963.0,25,822.0,33,697619.0,10158,107837.0,102922.0,226,93157.0,1044011.0,12646,10318,12646
7694,MD,3129.0,21,511.0,35,433182.0,8062,65777.0,65777.0,440,4874.0,597909.0,11637,8502,11637
7695,ME,103.0,0,25.0,4,84528.0,2355,3070.0,2731.0,53,2512.0,87598.0,2408,0,2406
7696,MI,6133.0,19,557.0,0,893850.0,17600,68989.0,62306.0,434,49290.0,962839.0,18034,0,18050
7697,MN,1441.0,9,336.0,46,508573.0,12693,34123.0,34123.0,360,29854.0,542696.0,13053,0,0
7700,MS,1016.0,5,755.0,52,241481.0,3244,24516.0,24358.0,1092,17242.0,265997.0,4336,0,4334
7701,MT,21.0,0,15.0,0,77529.0,3229,803.0,803.0,37,572.0,78332.0,3266,0,3266
7702,NC,1284.0,18,891.0,0,754095.0,18984,57183.0,57183.0,1009,36921.0,811278.0,19993,0,19993
7703,ND,76.0,2,25.0,3,96051.0,724,3390.0,3390.0,32,3064.0,161946.0,2894,735,2965
7704,NE,257.0,1,131.0,11,144949.0,1740,18221.0,18221.0,129,12099.0,199287.0,2897,1874,2897
7705,NH,347.0,4,49.0,0,105968.0,1486,5598.0,5598.0,27,4358.0,139436.0,2775,1513,2775
7706,NJ,14776.0,23,1182.0,70,1150714.0,20961,170196.0,170196.0,304,29740.0,1320910.0,21265,0,21265
7707,NM,480.0,4,149.0,17,297115.0,5870,10990.0,10990.0,152,4984.0,308105.0,6022,0,6022
7708,NV,495.0,1,467.0,0,240691.0,2666,15479.0,15479.0,887,682.0,311949.0,8798,2967,3933
7709,NY,24800.0,18,996.0,0,3229179.0,66893,390415.0,390415.0,749,70010.0,3619594.0,67642,0,0
7711,OK,375.0,3,277.0,17,293017.0,6249,11948.0,11948.0,438,8507.0,304965.0,6687,0,6786
7712,OR,197.0,2,189.0,6,209050.0,2486,7568.0,7294.0,124,2649.0,216618.0,2610,2595,0
7713,PA,6557.0,39,704.0,0,621031.0,12814,83770.0,81374.0,579,65340.0,704801.0,13393,13378,0
7715,RI,920.0,8,103.0,14,131788.0,1406,16708.0,16708.0,45,1588.0,241120.0,3614,1451,2841
7716,SC,693.0,10,881.0,0,304336.0,14025,29022.0,28962.0,1125,12317.0,333358.0,15150,0,7567
7718,TN,567.0,11,741.0,45,689515.0,8446,38034.0,37753.0,799,25280.0,727549.0,9245,0,9230
7719,TX,2296.0,47,4739.0,0,1527423.0,23086,131917.0,131917.0,5996,74496.0,1659340.0,29082,0,29082
7720,UT,164.0,1,230.0,34,304036.0,5156,19374.0,19374.0,590,10642.0,377231.0,6874,5788,6874
7721,VA,1675.0,14,854.0,21,533020.0,15963,59946.0,57384.0,432,7818.0,603811.0,11740,0,0
7723,VT,56.0,0,15.0,0,59518.0,842,1191.0,1191.0,7,938.0,70078.0,1160,849,1160
7725,WI,766.0,9,247.0,27,498561.0,10758,29105.0,26227.0,464,20557.0,633173.0,17149,11222,0
7726,WV,92.0,0,24.0,0,156043.0,1624,2661.0,2574.0,32,1858.0,158704.0,1656,0,1657
7727,WY,20.0,0,7.0,2,28869.0,0,1326.0,1052.0,44,996.0,30195.0,44,0,0
7728,AK,12.0,0,16.0,0,95304.0,3135,792.0,792.0,14,507.0,96096.0,3149,0,3149
7729,AL,891.0,27,683.0,46,326695.0,3754,32064.0,31624.0,967,18866.0,358319.0,4708,0,4708
7730,AR,240.0,3,267.0,26,254491.0,6677,17375.0,17375.0,697,11568.0,271866.0,7374,0,7374
7732,AZ,1463.0,79,2270.0,58,389214.0,6875,59974.0,59586.0,1795,7936.0,448800.0,8662,8662,0
7734,CO,1455.0,17,238.0,23,259941.0,2770,30893.0,28138.0,188,4370.0,345369.0,4114,2949,0
7737,DE,505.0,1,85.0,0,87312.0,623,10889.0,9834.0,42,6598.0,123870.0,2304,665,0
7740,GU,5.0,0,0.0,0,10807.0,381,231.0,223.0,6,174.0,11038.0,387,387,266
7742,IA,692.0,4,140.0,0,243254.0,4924,26705.0,26705.0,332,16858.0,269959.0,5256,5258,0
7743,ID,89.0,0,34.0,5,73433.0,1523,4402.0,3943.0,148,3484.0,77376.0,1646,1646,0
7747,KY,538.0,1,335.0,18,321339.0,4186,14363.0,13937.0,222,3706.0,335276.0,4387,0,4387
7748,LA,3152.0,18,631.0,0,596028.0,11684,52477.0,52477.0,882,39792.0,648505.0,12566,12566,0
7749,MA,7938.0,48,939.0,62,687461.0,7258,107611.0,102762.0,172,91404.0,1031365.0,13998,7369,13998
7750,MD,3108.0,16,544.0,37,425120.0,6592,65337.0,65337.0,330,4810.0,586272.0,8887,6922,8887
7751,ME,103.0,1,26.0,0,82173.0,3460,3017.0,2680.0,23,2490.0,85190.0,3483,0,3146
7752,MI,6114.0,5,557.0,0,876250.0,15779,68555.0,61953.0,358,49290.0,944805.0,16137,0,16159
7753,MN,1432.0,7,340.0,37,495880.0,9304,33763.0,33763.0,294,29707.0,529643.0,9598,0,0
7756,MS,1011.0,22,767.0,31,238237.0,7275,23424.0,23268.0,526,17242.0,261661.0,7801,0,8407
7757,MT,21.0,0,17.0,2,74300.0,1120,766.0,766.0,23,571.0,75066.0,1143,0,1143
7758,NC,1266.0,15,906.0,0,735111.0,15736,56174.0,56174.0,1721,36921.0,791285.0,17457,0,17457
7759,ND,74.0,1,27.0,1,95327.0,1094,3358.0,3358.0,41,3044.0,159052.0,3863,1077,3944
7760,NE,256.0,7,125.0,23,143209.0,2524,18092.0,18092.0,135,12099.0,196390.0,2885,2667,2885
7761,NH,343.0,4,51.0,0,104482.0,1164,5571.0,5571.0,13,4316.0,136661.0,3162,1895,3162
7762,NJ,14753.0,46,1196.0,86,1129753.0,16036,169892.0,169892.0,158,29627.0,1299645.0,16194,0,16194
7763,NM,476.0,7,141.0,22,291245.0,3863,10838.0,10838.0,144,4874.0,302083.0,4007,0,4007
7764,NV,494.0,2,439.0,0,238025.0,3496,14592.0,14592.0,595,666.0,303151.0,8535,3874,4130
7765,NY,24782.0,16,1071.0,0,3162286.0,50563,389666.0,389666.0,581,69710.0,3551952.0,51144,0,0
7767,OK,372.0,1,268.0,31,286768.0,2739,11510.0,11510.0,482,8144.0,298278.0,3221,0,2942
7768,OR,195.0,3,185.0,23,206564.0,3126,7444.0,7185.0,170,2604.0,214008.0,3296,3293,0
7769,PA,6518.0,54,707.0,0,608217.0,11810,83191.0,80810.0,495,64502.0,691408.0,12305,12273,0
7771,RI,912.0,6,104.0,9,130382.0,1486,16663.0,16663.0,51,1573.0,237506.0,3988,1537,3354
7772,SC,683.0,10,832.0,0,290311.0,7673,27897.0,27842.0,1284,12317.0,318208.0,8957,0,9193
7774,TN,556.0,14,696.0,50,681069.0,11953,37235.0,36969.0,932,24693.0,718304.0,12885,0,12874
7775,TX,2249.0,29,4389.0,0,1504337.0,27417,125921.0,125921.0,5551,72898.0,1630258.0,32968,0,32968
7776,UT,163.0,0,245.0,30,298880.0,4645,18784.0,18784.0,484,10334.0,370357.0,6339,5214,6339
7777,VA,1661.0,16,886.0,79,517057.0,7674,59514.0,56956.0,520,7765.0,592071.0,10763,0,0
7779,VT,56.0,0,13.0,0,58676.0,512,1184.0,1184.0,20,930.0,68918.0,751,532,751
7781,WI,757.0,7,239.0,31,487803.0,9638,28641.0,25763.0,466,20121.0,616024.0,12596,10070,0
7782,WV,92.0,0,24.0,0,154419.0,2673,2629.0,2541.0,47,1855.0,157048.0,2720,0,2721
7783,WY,20.0,0,7.0,0,28869.0,1384,1282.0,1016.0,28,966.0,30151.0,1412,1408,1854
7784,AK,12.0,0,14.0,0,92169.0,2106,778.0,778.0,17,502.0,92947.0,2123,0,2123
7785,AL,864.0,23,681.0,50,322941.0,4285,31097.0,30670.0,643,15974.0,353611.0,4924,0,4924
7786,AR,237.0,10,248.0,24,247814.0,7558,16678.0,16678.0,595,11220.0,264492.0,8153,0,8153
7788,AZ,1384.0,42,2136.0,0,382339.0,7135,58179.0,57799.0,3593,7746.0,440138.0,10720,10720,0
7790,CO,1438.0,9,249.0,16,257171.0,4938,30705.0,27959.0,166,4342.0,341255.0,6238,5097,0
7793,DE,504.0,0,91.0,0,86689.0,786,10847.0,9792.0,27,6554.0,121566.0,3467,813,0
7796,GU,5.0,0,0.0,0,10426.0,246,225.0,217.0,1,174.0,10651.0,247,247,152
7798,IA,688.0,2,163.0,0,238330.0,5749,26373.0,26373.0,322,16579.0,264703.0,6071,6072,0
7799,ID,89.0,0,39.0,10,71910.0,2948,4254.0,3820.0,248,3405.0,75730.0,3183,3183,0
7803,KY,537.0,11,376.0,24,317153.0,8960,14141.0,13736.0,302,3591.0,330889.0,9247,0,9247
7804,LA,3134.0,17,646.0,0,584344.0,16519,51595.0,51595.0,1356,39792.0,635939.0,17875,17875,0
7805,MA,7890.0,16,953.0,63,680203.0,7350,107439.0,102651.0,229,91404.0,1017367.0,14067,7532,14067
7806,MD,3092.0,18,561.0,39,418528.0,8406,65007.0,65007.0,404,4797.0,577385.0,10360,8810,10360
7807,ME,102.0,0,24.0,3,78713.0,680,2994.0,2655.0,23,2443.0,81707.0,703,0,1045
7808,MI,6109.0,12,557.0,0,860471.0,10411,68197.0,61630.0,240,49290.0,928668.0,10651,0,10664
7809,MN,1425.0,9,339.0,30,486576.0,6666,33469.0,33469.0,242,29399.0,520045.0,6908,0,0
7812,MS,989.0,11,664.0,34,230962.0,0,22898.0,22745.0,611,17242.0,253860.0,611,0,0
7813,MT,21.0,0,15.0,1,73180.0,2615,743.0,743.0,3,566.0,73923.0,2618,0,2618
7814,NC,1251.0,28,915.0,0,719375.0,15635,54453.0,54453.0,848,36921.0,773828.0,16483,0,16483
7815,ND,73.0,1,28.0,0,94233.0,93,3317.0,3317.0,7,3008.0,155189.0,320,191,327
7816,NE,249.0,5,135.0,22,140685.0,1987,17957.0,17957.0,147,11980.0,193505.0,3508,2136,3508
7818,NJ,14707.0,56,1092.0,111,1113717.0,15733,169734.0,169734.0,319,29517.0,1283451.0,16052,0,16052
7819,NM,469.0,0,139.0,8,287382.0,4516,10694.0,10694.0,129,4742.0,298076.0,4645,0,4645
7820,NV,492.0,0,389.0,0,234529.0,3999,13997.0,13997.0,462,658.0,294616.0,6253,4459,5703
7821,NY,24766.0,27,1104.0,0,3111723.0,48112,389085.0,389085.0,597,69710.0,3500808.0,48709,0,0
7823,OK,371.0,2,265.0,20,284029.0,12104,11028.0,11028.0,295,7888.0,295057.0,12399,0,13113
7824,OR,192.0,0,184.0,14,203438.0,3893,7274.0,7018.0,191,2604.0,210712.0,4084,4075,0
7825,PA,6464.0,38,738.0,0,596407.0,10745,82696.0,80347.0,510,64502.0,679103.0,11255,11233,0
7827,RI,906.0,3,105.0,8,128896.0,1599,16612.0,16612.0,77,1562.0,233518.0,3846,1676,3750
7828,SC,673.0,14,824.0,83,282638.0,4459,26613.0,26572.0,912,12317.0,309251.0,5371,0,5485
7830,TN,542.0,11,721.0,35,669116.0,4564,36303.0,36048.0,750,24068.0,705419.0,5314,0,5310
7831,TX,2220.0,28,4092.0,0,1476920.0,42792,120370.0,120370.0,5489,70714.0,1597290.0,48281,0,48281
7832,UT,163.0,5,214.0,34,294235.0,4301,18300.0,18300.0,394,10057.0,364018.0,5721,4831,5721
7833,VA,1645.0,25,847.0,61,509383.0,9725,58994.0,56452.0,529,7725.0,581308.0,8137,0,0
7835,VT,56.0,0,19.0,0,58164.0,720,1164.0,1164.0,1,927.0,68167.0,916,721,916
7837,WI,750.0,5,240.0,37,478165.0,11531,28175.0,25331.0,297,19852.0,603428.0,8624,11794,0
7838,WV,92.0,3,21.0,0,151746.0,3094,2582.0,2493.0,30,1790.0,154328.0,3124,0,3126
7839,WY,20.0,0,8.0,4,27485.0,1323,1254.0,992.0,24,953.0,28739.0,1347,1368,2072
7840,AK,12.0,0,13.0,0,90063.0,2767,761.0,761.0,6,491.0,90824.0,2773,0,2773
7841,AL,841.0,2,663.0,11,318656.0,3999,30454.0,30031.0,433,15974.0,348687.0,4432,0,4432
7842,AR,227.0,3,237.0,12,240256.0,13164,16083.0,16083.0,941,10793.0,256339.0,14105,0,14105
7844,AZ,1342.0,3,1992.0,0,375204.0,7850,54586.0,54214.0,2196,7581.0,429418.0,10046,10046,0
7846,CO,1429.0,0,256.0,4,252233.0,4196,30539.0,27800.0,190,4328.0,335017.0,5637,4388,0
7847,CT,4263.0,3,140.0,0,358499.0,6324,45782.0,43820.0,27,7842.0,404281.0,6351,2115,2115
7849,DE,504.0,0,89.0,0,85903.0,1704,10820.0,9764.0,45,6459.0,118099.0,2813,1749,0
7852,GU,5.0,0,0.0,0,10180.0,392,224.0,216.0,2,173.0,10404.0,394,394,227
7854,IA,686.0,1,169.0,0,232581.0,1392,26051.0,26051.0,88,16240.0,258632.0,1480,1480,0
7855,ID,89.0,0,41.0,0,68962.0,0,4006.0,3585.0,0,3305.0,72547.0,0,0,0
7859,KY,526.0,0,349.0,10,308193.0,4662,13839.0,13449.0,89,3534.0,321642.0,4858,0,4858
7860,LA,3117.0,12,630.0,0,567825.0,6791,50239.0,50239.0,461,39792.0,618064.0,7252,7252,0
7861,MA,7874.0,16,920.0,9,672853.0,6594,107210.0,102469.0,149,91404.0,1003300.0,13590,6730,13590
7862,MD,3074.0,8,602.0,28,410122.0,5397,64603.0,64603.0,297,4776.0,567025.0,7433,5694,7433
7863,ME,102.0,0,27.0,0,78033.0,0,2971.0,2640.0,14,2409.0,81004.0,14,0,0
7864,MI,6097.0,7,557.0,0,850060.0,10345,67957.0,61409.0,246,49290.0,918017.0,10591,0,10584
7865,MN,1416.0,4,332.0,33,479910.0,8467,33227.0,33227.0,307,29065.0,513137.0,8774,0,0
7868,MS,978.0,40,710.0,114,230962.0,12888,22287.0,22136.0,1646,17242.0,253249.0,14534,0,14524
7869,MT,21.0,1,15.0,1,70565.0,925,740.0,740.0,23,548.0,71305.0,948,0,948
7870,NC,1223.0,3,870.0,0,703740.0,10766,53605.0,53605.0,804,36921.0,757345.0,11570,0,11570
7871,ND,72.0,1,31.0,2,94140.0,1255,3310.0,3310.0,25,2952.0,154869.0,2184,1242,2226
7872,NE,244.0,0,141.0,0,138698.0,2164,17810.0,17810.0,103,11776.0,189997.0,2825,2268,2825
7873,NH,339.0,0,55.0,2,103318.0,2951,5544.0,5544.0,26,4275.0,132120.0,1287,2977,1287
7874,NJ,14651.0,28,1033.0,134,1097984.0,22159,169415.0,169415.0,273,29522.0,1267399.0,22432,0,22432
7875,NM,469.0,0,134.0,0,282866.0,0,10565.0,10565.0,0,4684.0,293431.0,0,0,0
7876,NV,492.0,0,373.0,0,230530.0,2044,13535.0,13535.0,330,653.0,288363.0,1663,2204,2055
7877,NY,24739.0,14,1122.0,0,3063611.0,56228,388488.0,388488.0,552,69710.0,3452099.0,56780,0,0
7879,OK,369.0,0,197.0,25,271925.0,0,10733.0,10733.0,218,7648.0,282658.0,218,0,0
7880,OR,192.0,2,145.0,23,199545.0,3871,7083.0,6836.0,146,2588.0,206628.0,4017,3770,0
7881,PA,6426.0,3,745.0,0,585662.0,9647,82186.0,79859.0,456,64105.0,667848.0,10103,10101,0
7883,RI,903.0,9,106.0,28,127297.0,1596,16535.0,16535.0,59,1554.0,229672.0,1072,1655,3684
7884,SC,659.0,6,731.0,0,278179.0,205,25701.0,25666.0,1008,10790.0,303880.0,1213,0,9318
7886,TN,531.0,5,664.0,10,664552.0,14025,35553.0,35302.0,451,23567.0,700105.0,14476,0,14473
7887,TX,2192.0,10,3711.0,0,1434128.0,19549,114881.0,114881.0,3280,69190.0,1549009.0,22829,0,22829
7888,UT,158.0,0,198.0,8,289934.0,3395,17906.0,17906.0,444,9863.0,358297.0,4463,3714,4463
7889,VA,1620.0,9,848.0,2,499658.0,11976,58465.0,55949.0,471,7663.0,573171.0,8774,0,0
7891,VT,56.0,0,8.0,0,57444.0,758,1163.0,1163.0,4,926.0,67251.0,1177,762,1177
7893,WI,745.0,1,246.0,11,466634.0,6300,27878.0,25068.0,263,19543.0,594804.0,8861,6549,0
7894,WV,89.0,0,21.0,0,148652.0,606,2552.0,2461.0,9,1681.0,151204.0,615,0,615
