,state,death,deathIncrease,hospitalizedCurrently,hospitalizedIncrease,negative,negativeIncrease,positive,positiveCasesViral,positiveIncrease,recovered,totalTestResults,totalTestResultsIncrease,totalTestsPeopleViralIncrease,totalTestsViralIncrease
7203,NM,511.0,8,130.0,25,350598.0,6481,12776.0,12776.0,256,5802.0,363374.0,6737,0,6737
7204,NV,530.0,2,749.0,0,279654.0,6687,21575.0,21575.0,857,727.0,390307.0,5073,7654,10177
7205,NY,24896.0,11,844.0,0,3773790.0,61677,396598.0,396598.0,726,70877.0,4170388.0,62403,0,0
7206,OH,2907.0,4,691.0,27,792187.0,19287,56183.0,52488.0,926,39903.0,848370.0,20213,0,20194
7207,OK,398.0,0,391.0,15,348789.0,0,15645.0,15645.0,580,11965.0,364434.0,580,0,0
7208,OR,213.0,4,173.0,0,245096.0,0,9930.0,8877.0,294,2759.0,255026.0,294,0,0
7209,PA,6749.0,3,589.0,0,725448.0,10045,89375.0,86813.0,634,69712.0,814823.0,10679,10653,0
7211,RI,960.0,0,61.0,0,141673.0,952,17084.0,17084.0,27,1657.0,266322.0,2057,979,2279
7212,SC,813.0,20,1190.0,0,377307.0,9807,43386.0,43260.0,1854,16994.0,420693.0,11661,0,11654
7214,TN,637.0,4,949.0,35,828464.0,14687,50140.0,49768.0,1428,30043.0,878604.0,16115,0,16109
7215,TX,2608.0,33,7890.0,0,1880019.0,49645,191790.0,191790.0,8258,97430.0,2071809.0,57903,0,57903
7216,UT,181.0,0,255.0,36,351914.0,5396,24542.0,24542.0,676,13807.0,442733.0,7487,5953,7487
7217,VA,1849.0,4,808.0,20,634120.0,10153,65109.0,62400.0,716,8741.0,707750.0,11709,0,0
7219,VT,56.0,0,16.0,0,68159.0,1000,1238.0,1238.0,2,999.0,82269.0,1314,1002,1314
7221,WI,803.0,0,235.0,19,579637.0,6084,34207.0,31055.0,776,24491.0,762789.0,17819,6822,0
7222,WV,94.0,1,25.0,0,178288.0,712,3141.0,3036.0,15,2402.0,181429.0,727,0,727
7223,WY,20.0,0,8.0,0,33693.0,0,1606.0,1289.0,24,1169.0,35299.0,24,0,0
7224,AK,15.0,1,25.0,0,119145.0,4253,1063.0,1063.0,46,539.0,120208.0,4299,0,4299
7225,AL,1006.0,21,838.0,48,388766.0,9149,41865.0,41362.0,1754,22082.0,430128.0,10907,0,10907
7226,AR,281.0,2,285.0,40,308615.0,6703,22622.0,22622.0,547,16164.0,331237.0,7250,0,7250
7228,AZ,1788.0,31,3013.0,102,486523.0,13109,91858.0,91396.0,4433,10478.0,577919.0,17535,17535,0
7230,CO,1521.0,1,270.0,14,306938.0,6712,33352.0,30453.0,323,4541.0,410323.0,8706,7032,0
7233,DE,512.0,2,57.0,0,106420.0,3233,11923.0,10879.0,192,6692.0,152066.0,2613,3425,0
7236,GU,5.0,0,2.0,0,14263.0,610,286.0,278.0,6,179.0,14549.0,616,616,0
7238,IA,720.0,2,146.0,0,291032.0,3703,30429.0,30429.0,220,24338.0,321461.0,3923,3973,0
7239,ID,92.0,0,64.0,10,92116.0,3365,6593.0,6003.0,223,2801.0,98119.0,3582,3582,0
7243,KY,585.0,4,455.0,23,379271.0,9556,16376.0,15781.0,297,4747.0,395052.0,9829,0,9829
7244,LA,3278.0,23,852.0,0,720853.0,15040,63289.0,63289.0,1728,43026.0,784142.0,16768,16768,0
7245,MA,8149.0,17,656.0,44,768152.0,11232,109628.0,104228.0,290,93157.0,1140333.0,8339,11444,8339
7246,MD,3223.0,11,422.0,34,494873.0,10121,68961.0,68961.0,538,5023.0,685813.0,15564,10659,15564
7247,ME,105.0,0,27.0,4,100076.0,2587,3373.0,2985.0,45,2731.0,103449.0,2632,0,2621
7248,MI,6215.0,3,548.0,0,1036090.0,22631,72175.0,65135.0,497,51099.0,1108265.0,23128,0,23326
7249,MN,1503.0,8,270.0,27,607548.0,14331,37624.0,37624.0,414,32347.0,645172.0,14745,0,0
7252,MS,1092.0,0,863.0,0,270269.0,0,28770.0,28573.0,0,19388.0,299039.0,0,0,0
7253,MT,23.0,1,17.0,3,96375.0,2309,1128.0,1128.0,45,678.0,97503.0,2354,0,2354
7254,NC,1392.0,1,951.0,0,929052.0,26074,70241.0,70241.0,2099,45538.0,999293.0,28173,0,28173
7255,ND,78.0,0,20.0,3,106852.0,2314,3719.0,3719.0,63,3266.0,189006.0,4576,2334,4630
7256,NE,282.0,6,121.0,10,164682.0,1330,19452.0,19452.0,142,14022.0,229237.0,2587,1474,2587
7257,NH,375.0,2,31.0,2,116365.0,1860,5822.0,5822.0,20,4508.0,158920.0,2278,1880,2278
7258,NJ,15072.0,58,1028.0,73,1312759.0,21202,172742.0,172742.0,386,30464.0,1485501.0,21588,0,21588
7259,NM,503.0,3,127.0,17,344117.0,6333,12520.0,12520.0,244,5627.0,356637.0,6577,0,6577
7260,NV,528.0,3,704.0,0,272967.0,7972,20718.0,20718.0,985,727.0,385234.0,12077,9327,11792
7261,NY,24885.0,8,857.0,0,3712113.0,65474,395872.0,395872.0,918,70794.0,4107985.0,66392,0,0
7262,OH,2903.0,0,740.0,46,772900.0,33760,55257.0,51581.0,1091,39423.0,828157.0,34851,0,36078
7263,OK,398.0,3,391.0,46,348789.0,10278,15065.0,15065.0,526,11519.0,363854.0,10804,0,11089
7264,OR,209.0,0,173.0,0,245096.0,3336,9636.0,8877.0,342,2759.0,254732.0,3678,0,0
7265,PA,6746.0,34,598.0,0,715403.0,13204,88741.0,86205.0,667,69217.0,804144.0,13871,13836,0
7267,RI,960.0,1,61.0,8,140721.0,673,17057.0,17057.0,22,1657.0,264265.0,2876,695,1893
7268,SC,793.0,9,1148.0,28,367500.0,5800,41532.0,41413.0,1831,16994.0,409032.0,7631,0,7626
7270,TN,633.0,13,949.0,50,813777.0,22213,48712.0,48344.0,1822,29591.0,862489.0,24035,0,24037
7271,TX,2575.0,50,7652.0,0,1830374.0,30548,183532.0,183532.0,7555,93572.0,2013906.0,38103,0,38103
7272,UT,181.0,5,232.0,24,346518.0,5794,23866.0,23866.0,596,13408.0,435246.0,7907,6412,7907
7273,VA,1845.0,29,818.0,145,623967.0,13446,64393.0,61690.0,658,8711.0,696041.0,11483,0,0
7275,VT,56.0,0,16.0,0,67159.0,1045,1236.0,1236.0,9,967.0,80955.0,1430,1054,1430
7277,WI,803.0,3,244.0,36,573553.0,9607,33431.0,30317.0,622,24043.0,744970.0,17156,10186,0
7278,WV,93.0,0,25.0,0,177576.0,2288,3126.0,3021.0,73,2396.0,180702.0,2361,0,2359
7279,WY,20.0,0,8.0,0,33693.0,0,1582.0,1267.0,32,1154.0,35275.0,32,0,0
7280,AK,14.0,0,18.0,0,114892.0,1470,1017.0,1017.0,39,535.0,115909.0,1509,0,1509
7281,AL,985.0,13,843.0,32,379617.0,4626,40111.0,39604.0,1149,22082.0,419221.0,5788,0,5788
7282,AR,279.0,2,272.0,29,301912.0,8251,22075.0,22075.0,878,15698.0,323987.0,9129,0,9129
7284,AZ,1757.0,37,2938.0,79,473414.0,7910,87425.0,86970.0,3333,10137.0,560384.0,11235,11235,0
7286,CO,1520.0,0,262.0,24,300226.0,5438,33029.0,30133.0,314,4524.0,401617.0,7001,5727,0
7287,CT,4326.0,2,101.0,143,453468.0,10231,46646.0,44672.0,74,8210.0,500114.0,10305,0,11461
7289,DE,510.0,1,67.0,0,103187.0,3313,11731.0,10687.0,221,6678.0,149453.0,1618,3534,0
7292,GU,5.0,0,1.0,0,13653.0,136,280.0,272.0,13,179.0,13933.0,149,149,514
7294,IA,718.0,1,145.0,0,287329.0,6990,30209.0,30209.0,758,23993.0,317538.0,7748,7767,0
7295,ID,92.0,0,69.0,10,88751.0,3828,6370.0,5786.0,253,4393.0,94537.0,4061,4061,0
7299,KY,581.0,9,430.0,27,369715.0,8467,16079.0,15508.0,237,4726.0,385223.0,8689,0,8689
7300,LA,3255.0,17,840.0,0,705813.0,13903,61561.0,61561.0,1383,43026.0,767374.0,15286,15286,0
7301,MA,8132.0,51,681.0,40,756920.0,7628,109338.0,104016.0,195,93157.0,1131994.0,13916,7786,13916
7302,MD,3212.0,7,441.0,37,484752.0,10066,68423.0,68423.0,505,5013.0,670249.0,13659,10571,13659
7303,ME,105.0,0,30.0,3,97489.0,3542,3328.0,2951.0,34,2698.0,100817.0,3576,0,3571
7304,MI,6212.0,14,548.0,0,1013459.0,22689,71678.0,64675.0,589,51099.0,1085137.0,23278,0,23423
7305,MN,1495.0,13,274.0,31,593217.0,12826,37210.0,37210.0,494,32163.0,630427.0,13320,0,0
7308,MS,1092.0,10,863.0,31,270269.0,4417,28770.0,28573.0,870,19388.0,299039.0,5287,0,5280
7309,MT,22.0,0,14.0,1,94066.0,1752,1083.0,1083.0,67,672.0,95149.0,1819,0,1819
7310,NC,1391.0,18,912.0,0,902978.0,27253,68142.0,68142.0,1629,45538.0,971120.0,28882,0,28882
7311,ND,78.0,0,19.0,0,104538.0,927,3656.0,3656.0,43,3235.0,184430.0,3503,936,3626
7312,NE,276.0,2,117.0,13,163352.0,1921,19310.0,19310.0,133,13807.0,226650.0,2350,2054,2350
7313,NH,373.0,2,32.0,0,114505.0,1118,5802.0,5802.0,20,4491.0,156642.0,3714,1138,3714
7314,NJ,15014.0,27,1027.0,87,1291557.0,20548,172356.0,172356.0,428,30383.0,1463913.0,20976,0,20976
7315,NM,500.0,3,127.0,26,337784.0,5750,12276.0,12276.0,129,5514.0,350060.0,5879,0,5879
7316,NV,525.0,14,662.0,0,264995.0,0,19733.0,19733.0,632,727.0,373157.0,11463,0,10145
7317,NY,24877.0,11,878.0,0,3646639.0,69070,394954.0,394954.0,875,70698.0,4041593.0,69945,0,0
7318,OH,2903.0,27,724.0,127,739140.0,0,54166.0,50523.0,1301,38987.0,793306.0,1301,0,0
7319,OK,395.0,6,368.0,62,338511.0,6310,14539.0,14539.0,427,11048.0,353050.0,6737,0,6850
7320,OR,209.0,1,173.0,14,241760.0,7331,9294.0,8877.0,363,2759.0,251054.0,7694,7683,0
7321,PA,6712.0,63,631.0,0,702199.0,12637,88074.0,85573.0,832,68697.0,790273.0,13469,13459,0
7323,RI,959.0,3,67.0,4,140048.0,985,17035.0,17035.0,59,1644.0,261389.0,4238,1044,2705
7324,SC,784.0,18,1125.0,0,361700.0,9747,39701.0,39587.0,1782,15471.0,401401.0,11529,0,11525
7326,TN,620.0,11,949.0,60,791564.0,18993,46890.0,46520.0,1575,28938.0,838454.0,20568,0,20562
7327,TX,2525.0,44,7382.0,0,1799826.0,45940,175977.0,175977.0,7915,90720.0,1975803.0,53855,0,53855
7328,UT,176.0,3,229.0,29,340724.0,5711,23270.0,23270.0,554,13076.0,427339.0,7940,6351,7940
7329,VA,1816.0,30,888.0,361,610521.0,15091,63735.0,61039.0,532,8496.0,684558.0,12640,0,0
7331,VT,56.0,0,21.0,0,66114.0,1032,1227.0,1227.0,17,960.0,79525.0,1525,1049,1525
7333,WI,800.0,7,236.0,37,563946.0,12339,32809.0,29738.0,584,23527.0,727814.0,16073,12878,0
7334,WV,93.0,0,23.0,0,175288.0,4868,3053.0,2949.0,121,2380.0,178341.0,4989,0,4987
7335,WY,20.0,0,9.0,2,33693.0,1508,1550.0,1233.0,36,1139.0,35243.0,1544,1557,2622
7336,AK,14.0,0,20.0,0,113422.0,2177,978.0,978.0,38,528.0,114400.0,2215,0,2215
7337,AL,972.0,22,809.0,34,374991.0,6384,38962.0,38442.0,917,18866.0,413433.0,7290,0,7290
7338,AR,277.0,7,275.0,35,293661.0,3235,21197.0,21197.0,420,15163.0,314858.0,3655,0,3655
7340,AZ,1720.0,88,2876.0,101,465504.0,12363,84092.0,83645.0,4877,9715.0,549149.0,17227,17227,0
7342,CO,1520.0,12,237.0,47,294788.0,3442,32715.0,29844.0,204,4502.0,394616.0,5803,3635,0
7343,CT,4324.0,2,100.0,0,443237.0,11393,46572.0,44593.0,58,8053.0,489809.0,11451,0,11448
7345,DE,509.0,0,68.0,0,99874.0,467,11510.0,10466.0,36,6676.0,147835.0,4174,503,0
7348,GU,5.0,0,0.0,0,13517.0,461,267.0,259.0,8,179.0,13784.0,469,469,370
7350,IA,717.0,2,149.0,0,280339.0,5158,29451.0,29451.0,444,23607.0,309790.0,5602,5610,0
7351,ID,92.0,1,75.0,8,84923.0,1372,6117.0,5553.0,365,4233.0,90476.0,1713,1713,0
7355,KY,572.0,7,427.0,14,361248.0,5938,15842.0,15286.0,218,4052.0,376534.0,6134,0,6134
7356,LA,3238.0,17,799.0,0,691910.0,21494,60178.0,60178.0,2083,43026.0,752088.0,23577,23577,0
7357,MA,8081.0,27,760.0,15,749292.0,10033,109143.0,103858.0,261,93157.0,1118078.0,14528,10190,14528
7358,MD,3205.0,15,461.0,58,474686.0,6390,67918.0,67918.0,359,5001.0,656590.0,9571,6749,9571
7359,ME,105.0,0,29.0,3,93947.0,2248,3294.0,2922.0,41,2671.0,97241.0,2289,0,2277
7360,MI,6198.0,5,471.0,0,990770.0,16441,71089.0,64132.0,361,51099.0,1061859.0,16802,0,16873
7361,MN,1482.0,6,260.0,27,580391.0,11378,36716.0,36716.0,413,31947.0,617107.0,11791,0,0
7364,MS,1082.0,9,786.0,21,265852.0,5553,27900.0,27710.0,653,19388.0,293752.0,6206,0,6016
7365,MT,22.0,0,14.0,4,92314.0,2420,1016.0,1016.0,49,658.0,93330.0,2469,0,2469
7366,NC,1373.0,30,901.0,0,875725.0,30362,66513.0,66513.0,1843,45538.0,942238.0,32205,0,32205
7367,ND,78.0,0,20.0,3,103611.0,1065,3613.0,3613.0,39,3210.0,180927.0,2459,1108,2505
7368,NE,274.0,5,120.0,0,161431.0,2316,19177.0,19177.0,135,13737.0,224300.0,3117,2458,3117
7369,NH,371.0,4,37.0,0,113387.0,849,5782.0,5782.0,22,4463.0,152928.0,1534,871,1534
7370,NJ,14987.0,43,1080.0,207,1271009.0,20302,171928.0,171928.0,261,30300.0,1442937.0,20563,0,20563
7371,NM,497.0,4,127.0,26,332034.0,6296,12147.0,12147.0,165,5393.0,344181.0,6461,0,6461
7372,NV,511.0,4,630.0,0,264995.0,5883,19101.0,19101.0,645,714.0,361694.0,12485,6827,8374
7373,NY,24866.0,11,879.0,0,3577569.0,56085,394079.0,394079.0,625,70590.0,3971648.0,56710,0,0
7375,OK,389.0,2,374.0,33,332201.0,4361,14112.0,14112.0,355,10605.0,346313.0,4716,0,4727
7376,OR,208.0,1,192.0,17,234429.0,5451,8931.0,8525.0,275,2722.0,243360.0,5726,5711,0
7377,PA,6649.0,0,632.0,0,689562.0,11981,87242.0,84751.0,636,68048.0,776804.0,12617,12602,0
7379,RI,956.0,6,69.0,6,139063.0,1891,16976.0,16976.0,65,1638.0,257151.0,1997,1956,4099
7380,SC,766.0,27,1160.0,0,351953.0,7780,37919.0,37809.0,1520,15471.0,389872.0,9300,0,9292
7382,TN,609.0,5,955.0,50,772571.0,22953,45315.0,44951.0,1806,28283.0,817886.0,24759,0,24743
7383,TX,2481.0,57,6904.0,0,1753886.0,44590,168062.0,168062.0,8076,87556.0,1921948.0,52666,0,52666
7384,UT,173.0,1,261.0,32,335013.0,4768,22716.0,22716.0,499,12707.0,419399.0,6711,5345,6711
7385,VA,1786.0,23,892.0,41,595430.0,13183,63203.0,60528.0,416,8131.0,671918.0,16514,0,0
7387,VT,56.0,0,17.0,0,65082.0,526,1210.0,1210.0,2,961.0,78000.0,971,528,971
7389,WI,793.0,9,237.0,36,551607.0,12068,32225.0,29199.0,563,23089.0,711741.0,13743,12608,0
7390,WV,93.0,0,23.0,0,170420.0,1561,2932.0,2831.0,27,2284.0,173352.0,1588,0,1588
7391,WY,20.0,0,9.0,0,32185.0,0,1514.0,1203.0,27,1119.0,33699.0,27,0,0
7392,AK,14.0,0,18.0,0,111245.0,3440,940.0,940.0,36,526.0,112185.0,3476,0,3476
7393,AL,950.0,21,775.0,44,368607.0,12489,38045.0,37536.0,870,18866.0,406143.0,13343,0,13343
7394,AR,270.0,5,290.0,33,290426.0,8147,20777.0,20777.0,520,14531.0,311203.0,8667,0,8667
7396,AZ,1632.0,44,2793.0,102,453141.0,16251,79215.0,78781.0,4682,9411.0,531922.0,20913,20913,0
7398,CO,1508.0,26,271.0,41,291346.0,4088,32511.0,29651.0,204,4479.0,388813.0,5462,4263,0
7399,CT,4322.0,2,98.0,0,431844.0,11384,46514.0,44534.0,152,8053.0,478358.0,11536,0,21416
7401,DE,509.0,2,64.0,0,99407.0,852,11474.0,10430.0,98,6667.0,143661.0,3435,950,0
7404,GU,5.0,0,0.0,0,13056.0,397,259.0,251.0,4,179.0,13315.0,401,401,200
7406,IA,715.0,7,133.0,0,275181.0,3118,29007.0,29007.0,225,23212.0,304188.0,3343,3345,0
7407,ID,91.0,0,60.0,10,83551.0,2525,5752.0,5212.0,433,4073.0,88763.0,2947,2947,0
7411,KY,565.0,5,408.0,19,355310.0,9216,15624.0,15090.0,277,3990.0,370400.0,9471,0,9471
7412,LA,3221.0,22,781.0,0,670416.0,22860,58095.0,58095.0,1014,42225.0,728511.0,23874,23874,0
7414,MD,3190.0,15,452.0,22,468296.0,6237,67559.0,67559.0,305,4982.0,647019.0,8682,6542,8682
7415,ME,105.0,0,29.0,1,91699.0,1395,3253.0,2893.0,34,2646.0,94952.0,1429,0,1450
7416,MI,6193.0,32,471.0,0,974329.0,15177,70728.0,63870.0,505,51099.0,1045057.0,15682,0,15571
7417,MN,1476.0,6,270.0,23,569013.0,11919,36303.0,36303.0,442,31601.0,605316.0,12361,0,0
7420,MS,1073.0,14,779.0,41,260299.0,3344,27247.0,27067.0,680,19388.0,287546.0,4024,0,4191
7421,MT,22.0,0,12.0,1,89894.0,2070,967.0,967.0,48,642.0,90861.0,2118,0,2118
7422,NC,1343.0,18,908.0,0,845363.0,22542,64670.0,64670.0,1186,45538.0,910033.0,23728,0,23728
7423,ND,78.0,1,25.0,4,102546.0,394,3574.0,3574.0,38,3195.0,178468.0,1693,668,1710
7424,NE,269.0,2,121.0,14,159115.0,2742,19042.0,19042.0,143,13547.0,221183.0,3951,2884,3951
7425,NH,367.0,0,34.0,0,112538.0,0,5760.0,5760.0,0,4435.0,151394.0,1995,0,1995
7426,NJ,14944.0,43,992.0,0,1250707.0,17995,171667.0,171667.0,395,30213.0,1422374.0,18390,0,18390
7427,NM,493.0,1,119.0,11,325738.0,6499,11982.0,11982.0,173,5296.0,337720.0,6672,0,6672
7428,NV,507.0,3,593.0,0,259112.0,3989,18456.0,18456.0,562,689.0,349209.0,9795,4581,8556
7429,NY,24855.0,13,891.0,0,3521484.0,51501,393454.0,393454.0,524,70487.0,3914938.0,52025,0,0
7431,OK,387.0,2,315.0,31,327840.0,14819,13757.0,13757.0,585,10085.0,341597.0,15404,0,15940
7432,OR,207.0,3,149.0,13,228978.0,2330,8656.0,8265.0,171,2722.0,237634.0,2501,2474,0
7433,PA,6649.0,35,634.0,0,677581.0,10680,86606.0,84130.0,618,67552.0,764187.0,11298,11281,0
7435,RI,950.0,4,74.0,6,137172.0,974,16911.0,16911.0,40,1631.0,255154.0,3756,1014,1940
7436,SC,739.0,19,1021.0,232,344173.0,9512,36399.0,36297.0,1755,15471.0,380572.0,11267,0,11263
7438,TN,604.0,12,886.0,66,749618.0,14709,43509.0,43161.0,1212,27599.0,793127.0,15921,0,15921
7439,TX,2424.0,21,6533.0,0,1709296.0,43118,159986.0,159986.0,6975,84818.0,1869282.0,50093,0,50093
7440,UT,172.0,4,250.0,27,330245.0,5180,22217.0,22217.0,553,12398.0,412688.0,7237,5897,7237
7441,VA,1763.0,23,902.0,159,582247.0,8064,62787.0,60124.0,598,8080.0,655404.0,9645,0,0
7443,VT,56.0,0,16.0,0,64556.0,771,1208.0,1208.0,0,953.0,77029.0,1054,771,1054
7445,WI,784.0,0,242.0,39,539539.0,12180,31662.0,28659.0,629,22587.0,697998.0,10772,12781,0
7446,WV,93.0,0,27.0,0,168859.0,2074,2905.0,2804.0,35,2272.0,171764.0,2109,0,2107
7447,WY,20.0,0,6.0,5,32185.0,1779,1487.0,1184.0,37,1097.0,33672.0,1816,1884,2908
7448,AK,14.0,0,16.0,0,107805.0,388,904.0,904.0,21,525.0,108709.0,409,0,409
7449,AL,929.0,10,726.0,22,356118.0,5279,37175.0,36682.0,1734,18866.0,392800.0,6997,0,6997
7450,AR,265.0,6,300.0,7,282279.0,10367,20257.0,20257.0,947,14066.0,302536.0,11314,0,11314
7452,AZ,1588.0,0,2721.0,17,436890.0,902,74533.0,74119.0,625,9179.0,511009.0,1524,1524,0
7454,CO,1482.0,0,234.0,2,287258.0,5569,32307.0,29476.0,285,4459.0,383351.0,7655,5851,0
7455,CT,4320.0,4,99.0,0,420460.0,21403,46362.0,44384.0,59,8053.0,466822.0,21462,0,6354
7457,DE,507.0,0,72.0,0,98555.0,3435,11376.0,10306.0,150,6665.0,140226.0,4839,3585,0
7460,GU,5.0,0,0.0,0,12659.0,529,255.0,247.0,7,179.0,12914.0,536,536,1318
7462,IA,708.0,3,119.0,0,272063.0,4637,28782.0,28782.0,293,17851.0,300845.0,4930,4928,0
7463,ID,91.0,0,50.0,0,81026.0,0,5319.0,4790.0,0,3898.0,85816.0,0,0,0
7467,KY,560.0,2,381.0,12,346094.0,2835,15347.0,14835.0,115,3939.0,360929.0,3001,0,3001
7468,LA,3199.0,0,737.0,0,647556.0,7681,57081.0,57081.0,845,42225.0,704637.0,8526,8526,0
7469,MA,8095.0,35,762.0,26,733519.0,6392,108768.0,103628.0,101,93157.0,1087438.0,16112,6481,16112
7470,MD,3175.0,7,447.0,29,462059.0,9363,67254.0,67254.0,477,4979.0,638337.0,12536,9840,12536
7471,ME,105.0,1,31.0,1,90304.0,0,3219.0,2863.0,28,2623.0,93523.0,28,0,0
7472,MI,6161.0,3,557.0,0,959152.0,12419,70223.0,63497.0,277,51099.0,1029375.0,12696,0,12725
7473,MN,1470.0,10,278.0,21,557094.0,7226,35861.0,35861.0,312,31225.0,592955.0,7538,0,0
7476,MS,1059.0,20,719.0,13,256955.0,2659,26567.0,26400.0,675,19388.0,283522.0,3334,0,3335
7477,MT,22.0,0,13.0,3,87824.0,6213,919.0,919.0,56,609.0,88743.0,6269,0,6269
7478,NC,1325.0,3,843.0,0,822821.0,13058,63484.0,63484.0,1342,45538.0,886305.0,14400,0,14400
7479,ND,77.0,0,25.0,1,102152.0,1722,3536.0,3536.0,46,3163.0,176775.0,3292,1703,3364
7480,NE,267.0,0,117.0,1,156373.0,2350,18899.0,18899.0,124,13322.0,217232.0,2936,2475,2936
7481,NH,367.0,0,34.0,3,112538.0,2146,5760.0,5760.0,43,4435.0,149399.0,2117,2189,2117
7482,NJ,14901.0,19,978.0,6,1232712.0,16061,171272.0,171272.0,90,30163.0,1403984.0,16151,0,16151
7483,NM,492.0,1,114.0,14,319239.0,7899,11809.0,11809.0,190,5264.0,331048.0,8089,0,8089
7484,NV,504.0,4,555.0,0,255123.0,4703,17894.0,17894.0,734,689.0,339414.0,2719,5459,7257
7485,NY,24842.0,7,853.0,0,3469983.0,46037,392930.0,392930.0,391,70435.0,3862913.0,46428,0,0
7487,OK,385.0,0,329.0,33,313021.0,0,13172.0,13172.0,228,9587.0,326193.0,228,0,0
7488,OR,204.0,2,151.0,3,226648.0,7119,8485.0,8121.0,144,2700.0,235133.0,7263,18425,0
7489,PA,6614.0,35,635.0,0,666901.0,9415,85988.0,83529.0,492,67070.0,752889.0,9907,33763,0
7491,RI,946.0,19,73.0,11,136198.0,1320,16871.0,16871.0,36,1627.0,251398.0,1486,1356,3706
7492,SC,720.0,4,1032.0,0,334661.0,8179,34644.0,34546.0,1324,13456.0,369305.0,9503,0,9504
7494,TN,592.0,8,839.0,35,734909.0,26528,42297.0,41949.0,2125,26962.0,777206.0,28653,0,28629
7495,TX,2403.0,10,5913.0,0,1666178.0,39687,153011.0,153011.0,4283,81335.0,1819189.0,43970,0,43970
7496,UT,168.0,1,254.0,21,325065.0,5176,21664.0,21664.0,564,12205.0,405451.0,6810,5672,6810
7497,VA,1740.0,8,796.0,0,574183.0,7591,62189.0,59522.0,453,8023.0,645759.0,9045,0,0
7499,VT,56.0,0,13.0,0,63785.0,1122,1208.0,1208.0,6,949.0,75975.0,1439,1128,1439
7501,WI,784.0,7,236.0,14,527359.0,5612,31033.0,28058.0,326,22217.0,687226.0,13191,5927,0
7502,WV,93.0,0,28.0,0,166785.0,3094,2870.0,2771.0,53,2196.0,169655.0,3147,0,3142
7503,WY,20.0,0,7.0,0,30406.0,0,1450.0,1151.0,33,1070.0,31856.0,33,0,0
7504,AK,14.0,0,12.0,0,107417.0,2690,883.0,883.0,29,521.0,108300.0,2719,0,2719
7505,AL,919.0,0,650.0,6,350839.0,1896,35441.0,34964.0,358,18866.0,385803.0,1777,0,1777
7506,AR,259.0,10,278.0,36,271912.0,6687,19310.0,19310.0,570,13270.0,291222.0,7257,0,7257
7508,AZ,1588.0,9,2691.0,22,435988.0,11292,73908.0,73497.0,3857,8926.0,509485.0,15148,15148,0
7510,CO,1482.0,0,235.0,7,281689.0,5902,32022.0,29194.0,226,4442.0,375696.0,8521,6124,0
7511,CT,4316.0,5,103.0,0,399057.0,6233,46303.0,44324.0,97,8053.0,445360.0,6330,0,9077
7513,DE,507.0,0,78.0,0,95120.0,1949,11226.0,10162.0,135,6665.0,135387.0,3119,2084,0
7516,GU,5.0,0,1.0,0,12130.0,227,248.0,240.0,0,179.0,12378.0,227,227,0
7518,IA,705.0,1,118.0,0,267426.0,5686,28489.0,28489.0,477,17620.0,295915.0,6163,6164,0
7519,ID,91.0,1,48.0,3,81026.0,2118,5319.0,4790.0,171,3898.0,85816.0,2279,2279,0
7523,KY,558.0,5,386.0,1,343259.0,7364,15232.0,14732.0,373,3730.0,357928.0,7632,0,7632
7524,LA,3199.0,9,715.0,0,639875.0,16638,56236.0,56236.0,1467,39792.0,696111.0,18105,18105,0
7525,MA,8060.0,19,748.0,9,727127.0,9228,108667.0,103539.0,224,93157.0,1071326.0,6248,9391,6248
7526,MD,3168.0,11,446.0,42,452696.0,5330,66777.0,66777.0,327,4976.0,625801.0,7564,5657,7564
7527,ME,104.0,0,31.0,1,90304.0,1526,3191.0,2838.0,37,2577.0,93495.0,1563,0,1555
7528,MI,6158.0,5,557.0,0,946733.0,15591,69946.0,63261.0,267,51099.0,1016679.0,15858,0,15965
7529,MN,1460.0,8,288.0,24,549868.0,15994,35549.0,35549.0,516,30809.0,585417.0,16510,0,0
7532,MS,1039.0,4,676.0,24,254296.0,2506,25892.0,25724.0,361,17242.0,280188.0,2867,0,2862
7533,MT,22.0,0,11.0,2,81611.0,1216,863.0,863.0,11,604.0,82474.0,1227,0,1227
7534,NC,1322.0,10,890.0,0,809763.0,15169,62142.0,62142.0,1605,36921.0,871905.0,16774,0,16774
7535,ND,77.0,0,24.0,1,100430.0,1369,3490.0,3490.0,35,3139.0,173483.0,3109,1339,3225
7536,NE,267.0,1,123.0,3,154023.0,3949,18775.0,18775.0,251,13053.0,214296.0,6371,4209,6371
7537,NH,367.0,2,35.0,1,110392.0,1295,5717.0,5717.0,46,4401.0,147282.0,2358,1341,2358
7538,NJ,14882.0,27,1014.0,18,1216651.0,20274,171182.0,171182.0,309,30092.0,1387833.0,20583,0,20583
7539,NM,491.0,2,122.0,23,311340.0,2110,11619.0,11619.0,211,5251.0,322959.0,2321,0,2321
7540,NV,500.0,0,511.0,0,250420.0,3733,17160.0,17160.0,821,684.0,336695.0,6417,4271,5316
7541,NY,24835.0,5,869.0,0,3423946.0,61290,392539.0,392539.0,616,70010.0,3816485.0,61906,0,0
7543,OK,385.0,1,329.0,16,313021.0,0,12944.0,12944.0,302,9397.0,325965.0,302,0,0
7544,OR,202.0,0,149.0,0,219529.0,0,8341.0,7521.0,247,2649.0,227870.0,247,0,0
